id,label,federation,domain,uri,alt_labels,scope_note,temporal_range,spatial_anchor,concept_ref,person_ref,text_ref,event_ref,wikidata_qid,properties,aligned_ids,status,pattern_type,survey_depth
p0qhb66bsd4,хеленистички,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66bsd4,[],,"[-336, -169]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Kosovo, Serbia', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66ksmf,középső vaskor,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66ksmf,[],,"[-700, -451]",http://www.wikidata.org/entity/Q28,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Hungary', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q28']}",{},raw,UNKNOWN,0
p0qhb66s5gw,République romaine,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66s5gw,[],,"[-50, -28]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': 'Derived from INRAP, but no match in the 2007 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb66p94b,Etruscan,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66p94b,[],,"[-700, -351]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Tuscany, Umbria', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66t6ch,La Tène A,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66t6ch,[],,"[-480, -401]",http://www.wikidata.org/entity/Q183,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Germany, Switzerland, Czech Republic, Liechtenstein', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q183', 'http://www.wikidata.org/entity/Q39', 'http://www.wikidata.org/entity/Q213', 'http://www.wikidata.org/entity/Q347']}",{},raw,UNKNOWN,0
p0qhb66fw73,second âge du Fer,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66fw73,[],,"[-450, -51]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb66x7jw,Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66x7jw,[],,"[-500, 1049]",http://www.wikidata.org/entity/Q35,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Denmark', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q35']}",{},raw,UNKNOWN,0
p0qhb66v3wd,Äldre järnålder,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66v3wd,[],,"[-500, 400]",http://www.wikidata.org/entity/Q34,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sweden', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34']}",{},raw,UNKNOWN,0
p0qhb66kdzj,Hellenistic II,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66kdzj,[],,"[-150, -51]",http://www.wikidata.org/entity/Q229,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Cyprus', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q229']}",{},raw,UNKNOWN,0
p0qhb66jzqd,Republikane,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66jzqd,[],,"[-168, 0]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Albania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p0qhb66ws5k,La Tène II,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66ws5k,[],,"[-260, -151]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': 'Derived from INRAP, but no match in the 2007 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb66bbcf,архаичан Илирски,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66bbcf,[],,"[-600, -481]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Kosovo, Serbia', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66358p,Bronze Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66358p,[],,"[-1800, -501]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Norway', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66bjm3,Yngre bronsålder,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66bjm3,[],,"[-1100, -500]",http://www.wikidata.org/entity/Q34,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sweden', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34']}",{},raw,UNKNOWN,0
p0qhb66zrdt,premier âge du Fer,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66zrdt,[],,"[-800, -451]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb66s7vp,Classical (Cypro-Classical) II,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66s7vp,[],,"[-400, -326]",http://www.wikidata.org/entity/Q229,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Cyprus', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q229']}",{},raw,UNKNOWN,0
p0qhb66hvns,vaskor,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66hvns,[],,"[-900, -101]",http://www.wikidata.org/entity/Q28,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Hungary', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q28']}",{},raw,UNKNOWN,0
p0qhb66b632,âge du Fer,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66b632,[],,"[-800, -51]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb66dt5q,Roman Imperial,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66dt5q,[],,"[-30, 399]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Tuscany, Umbria', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66hwqn,Early Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66hwqn,[],,"[-800, -301]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Britain', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66bf72,kora római kor,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66bf72,[],,"[-100, 269]",http://www.wikidata.org/entity/Q28,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Hungary', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q28']}",{},raw,UNKNOWN,0
p0qhb66r7np,Romano,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66r7np,[],,"[-50, 399]",http://www.wikidata.org/entity/Q29,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Spain', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q29']}",{},raw,UNKNOWN,0
p0qhb664f27,Κλασική,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb664f27,[],,"[-480, -324]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Crete', 'editorial_note': 'Derived from Foundation of the Hellenic World, but no match in the 2000 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb663jcf,Classical,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb663jcf,[],,"[-480, -351]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Tuscany, Umbria', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66dtzj,Middle Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66dtzj,[],,"[-300, -101]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Britain', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66472n,Ελληνιστική,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66472n,[],,"[-323, -32]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Crete', 'editorial_note': 'Derived from Foundation of the Hellenic World, but no match in the 2000 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66wcdj,Κλασική,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66wcdj,[],,"[-480, -324]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Greece except Crete', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66mj5z,Αρχαϊκή,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66mj5z,[],,"[-700, -481]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Crete', 'editorial_note': 'Derived from Foundation of the Hellenic World, but no match in the 2000 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66hbwz,imperiale romana,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66hbwz,[],,"[-34, 399]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sicily', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb666fx3,romano,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb666fx3,[],,"[-238, 599]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sardinia', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb663t2t,starejša železna doba,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb663t2t,[],,"[-750, -301]",http://www.wikidata.org/entity/Q215,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Slovenia', 'editorial_note': 'Derived from FASTI, but no match in the 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q215']}",{},raw,UNKNOWN,0
p0qhb66grjw,Hallstatt D,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66grjw,[],,"[-600, -481]",http://www.wikidata.org/entity/Q183,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Germany, Switzerland, Czech Republic, Liechtenstein', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q183', 'http://www.wikidata.org/entity/Q39', 'http://www.wikidata.org/entity/Q213', 'http://www.wikidata.org/entity/Q347']}",{},raw,UNKNOWN,0
p0qhb66p53z,Ελληνιστική,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66p53z,[],,"[-323, -147]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Greece except Crete', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb6668db,Ρωμαϊκή,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb6668db,[],,"[-31, 323]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Crete', 'editorial_note': 'Derived from Foundation of the Hellenic World, but no match in the 2000 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66jgcs,Roman I,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66jgcs,[],,"[-50, 149]",http://www.wikidata.org/entity/Q229,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Cyprus', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q229']}",{},raw,UNKNOWN,0
p0qhb66gjgr,A Doua Epocă a Fierului,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66gjgr,[],,"[-450, 106]",http://www.wikidata.org/entity/Q218,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Romania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q218']}",{},raw,UNKNOWN,0
p0qhb66bf45,Antiquité romaine,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66bf45,[],,"[-50, 499]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb66scck,Segunda Edad del Hierro,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66scck,[],,"[-400, -51]",http://www.wikidata.org/entity/Q29,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Spain', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q29']}",{},raw,UNKNOWN,0
p0qhb66w4gb,rimska doba,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66w4gb,[],,"[-30, 599]",http://www.wikidata.org/entity/Q215,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Slovenia', 'editorial_note': 'Derived from FASTI, but no match in the 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q215']}",{},raw,UNKNOWN,0
p0qhb66tqmg,Archaic (Cypro-Archaic) II,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66tqmg,[],,"[-600, -476]",http://www.wikidata.org/entity/Q229,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Cyprus', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q229']}",{},raw,UNKNOWN,0
p0qhb6674pv,Romak,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb6674pv,[],,"[-168, 564]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Albania', 'editorial_note': 'Derived from FASTI, but no match in the 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p0qhb66sctf,Ρωμαϊκή,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66sctf,[],,"[-146, 323]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Greece except Crete', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66whc9,Para qytetare ilire,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66whc9,[],,"[-600, -337]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Albania', 'editorial_note': 'Derived from FASTI, but no match in the 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p0qhb662487,Helenistike,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb662487,[],,"[-336, -169]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Albania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p0qhb66mrdm,Roman Republican,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66mrdm,[],,"[-350, -35]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sicily', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66ddjv,La Tène III,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66ddjv,[],,"[-150, -51]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': 'Derived from INRAP, but no match in the 2007 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb66fq3k,romano,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66fq3k,[],,"[-350, 529]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sicily', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66wrbs,Bronze Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66wrbs,[],,"[-1700, -501]",http://www.wikidata.org/entity/Q35,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Denmark', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q35']}",{},raw,UNKNOWN,0
p0qhb66mv9h,La Tène B,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66mv9h,[],,"[-400, -251]",http://www.wikidata.org/entity/Q183,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Germany, Switzerland, Czech Republic, Liechtenstein', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q183', 'http://www.wikidata.org/entity/Q39', 'http://www.wikidata.org/entity/Q213', 'http://www.wikidata.org/entity/Q347']}",{},raw,UNKNOWN,0
p0qhb66wrq3,Μέση εποχή του Χαλκού,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66wrq3,[],,"[-2100, 1449]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Crete', 'editorial_note': 'Derived from Foundation of the Hellenic World, but no match in the 2000 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb665wk8,Empire romaine,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb665wk8,[],,"[-27, 499]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': 'Derived from INRAP, but no match in the 2007 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb6699bn,Илирац,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb6699bn,[],,"[-600, -337]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Kosovo, Serbia', 'editorial_note': 'This period is derived from the aggregation of two periods in the 2004 Fasti Periodization: http://n2t.net/ark:/99152/p06v8w4j9dh, http://n2t.net/ark:/99152/p06v8w4b3x6.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66xm8d,Hallstatt Iron Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66xm8d,[],,"[-1200, -481]",http://www.wikidata.org/entity/Q183,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Germany, Switzerland, Czech Republic, Liechtenstein', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q183', 'http://www.wikidata.org/entity/Q39', 'http://www.wikidata.org/entity/Q213', 'http://www.wikidata.org/entity/Q347']}",{},raw,UNKNOWN,0
p0qhb66js9j,prazgodovina,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66js9j,[],,"[-1498000, -31]",http://www.wikidata.org/entity/Q215,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Slovenia', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q215']}",{},raw,UNKNOWN,0
p0qhb66rrc7,Prehistorie,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66rrc7,[],,"[-1000000, -13]",http://www.wikidata.org/entity/Q55,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Netherlands', 'editorial_note': 'Derived from Rijksdienst, but no match in the dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q55']}",{},raw,UNKNOWN,0
p0qhb662549,Vroege IJzertijd,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb662549,[],,"[-800, -501]",http://www.wikidata.org/entity/Q55,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Netherlands', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q55']}",{},raw,UNKNOWN,0
p0qhb669r6t,Αρχαϊκή,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb669r6t,[],,"[-700, -481]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Greece except Crete', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66wcc8,архајскиот период,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66wcc8,[],,"[-500, -351]",http://www.wikidata.org/entity/Q221,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Macedonia', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q221']}",{},raw,UNKNOWN,0
p0qhb66tb2v,La Tène,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66tb2v,[],,"[-450, -51]",http://www.wikidata.org/entity/Q142,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'France', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q142']}",{},raw,UNKNOWN,0
p0qhb664vm3,Primera Edad del Hierro,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb664vm3,[],,"[-800, -401]",http://www.wikidata.org/entity/Q29,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Spain', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q29']}",{},raw,UNKNOWN,0
p0qhb66pbht,Förhistorisk tid,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66pbht,[],,"[-8200, 1050]",http://www.wikidata.org/entity/Q34,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sweden', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q34']}",{},raw,UNKNOWN,0
p0qhb66r4b8,mlajša železna doba,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66r4b8,[],,"[-300, -31]",http://www.wikidata.org/entity/Q215,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Slovenia', 'editorial_note': 'Derived from FASTI, but no match in the 2004 dataset.', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q215']}",{},raw,UNKNOWN,0
p0qhb66v935,Archaic,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66v935,[],,"[-580, -481]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Tuscany, Umbria', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb665rrp,arcaico,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb665rrp,[],,"[-580, -481]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sicily', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb668x5m,Romano,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb668x5m,[],,"[-350, 599]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Italy less Sicily, Sardinia, Tuscany, Umbria', 'editorial_note': 'This period is derived from the aggregation of two periods in the 2004 Fasti Periodization: http://n2t.net/ark:/99152/p06v8w4k77h, http://n2t.net/ark:/99152/p06v8w43gnx.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66942z,Arcaica,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66942z,[],,"[-580, -481]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Italy less Sicily, Sardinia, Tuscany, Umbria', 'editorial_note': '', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66dvn5,classico,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66dvn5,[],,"[-510, -239]",,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Sardinia', 'editorial_note': 'Derived from FASTI, but no match in 2004 dataset.', 'spatial_coverage_uris': []}",{},raw,UNKNOWN,0
p0qhb66n9sq,Klasike/Qytetare ilire,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb66n9sq,[],,"[-480, -337]",http://www.wikidata.org/entity/Q222,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Albania', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q222']}",{},raw,UNKNOWN,0
p0qhb665rjw,Bronze Age,periodo,roman_republic,https://n2t.net/ark:/99152/p0qhb665rjw,[],,"[-1800, -401]",http://www.wikidata.org/entity/Q36,,,,,,"{'authority_id': 'p0qhb66', 'source': 'p0qhb66', 'spatial_coverage_description': 'Poland', 'editorial_note': '', 'spatial_coverage_uris': ['http://www.wikidata.org/entity/Q36']}",{},raw,UNKNOWN,0
