id,label,federation,domain,uri,concept_ref,text_ref,survey_depth,is_seed,lcc,oclc,lccn
2010003083,"Hearsay, history, and heresy : collected essays on the Roman Republic by Richard E. Mitchell",worldcat,roman_republic,http://lccn.loc.gov/2010003083,,http://lccn.loc.gov/2010003083,0,False,DG205 .M56 2010,,2010003083
2005035965,A history of exile in the Roman republic,worldcat,roman_republic,http://lccn.loc.gov/2005035965,,http://lccn.loc.gov/2005035965,0,False,JC85.E95 K45 2006,,2005035965
04033915,An history of the revolutions that happened in the government of the Roman republic.,worldcat,roman_republic,http://lccn.loc.gov/04033915,,http://lccn.loc.gov/04033915,0,False,DG231 .V565,,04033915
04037250,The history of the revolutions that happened in the government of the Roman republic.,worldcat,roman_republic,http://lccn.loc.gov/04037250,,http://lccn.loc.gov/04037250,0,False,DG231 .V563,,04037250
75156699,Seven Roman Statesmen of the later republic: The Gracchi. Sulla. Crassus. Cato. Pompey. Caesar.,worldcat,roman_republic,http://lccn.loc.gov/75156699,,http://lccn.loc.gov/75156699,0,False,DG260.A1 O5 1971,,75156699
79452342,Roman colonization under the Republic,worldcat,roman_republic,http://lccn.loc.gov/79452342,,http://lccn.loc.gov/79452342,0,False,DG87 .S24 1969,,79452342
2015388237,Roman republican colonization : new perspectives from archaeology and ancient history,worldcat,roman_republic,http://lccn.loc.gov/2015388237,,http://lccn.loc.gov/2015388237,0,False,JV98 .R66 2014,,2015388237
97010492,The collapse of the Roman Republic,worldcat,roman_republic,http://lccn.loc.gov/97010492,,http://lccn.loc.gov/97010492,0,False,DG254 .N37 1998,,97010492
93006905,The Roman Republic,worldcat,roman_republic,http://lccn.loc.gov/93006905,,http://lccn.loc.gov/93006905,0,False,DG231.7 .N37 1994,,93006905
2010442551,Cult places and cultural change in Republican Italy : a contextual approach to religious aspects of rural society after the Roman conquest,worldcat,roman_republic,http://lccn.loc.gov/2010442551,,http://lccn.loc.gov/2010442551,0,False,BL803 .S74 2009,,2010442551
72087009,Roman colonization under the Republic,worldcat,roman_republic,http://lccn.loc.gov/72087009,,http://lccn.loc.gov/72087009,0,False,DG87 .S24 1970,,72087009
2007296031,Religion in republican Italy,worldcat,roman_republic,http://lccn.loc.gov/2007296031,,http://lccn.loc.gov/2007296031,0,False,BL65.P7 R43275 2006,,2007296031
