property_id,property_label,property_description,type_qids,type_labels,primary_facet,secondary_facets,all_facets,is_historical,is_authority_control,confidence,type_count
P109,signature,image of a person's signature,"Q18608871,Q18610173,Q121928698,Q26940804",Wikidata property for items about people | Wikidata property to link to Commons | Q121928698 | Wikidata property for linking to a representative image,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,4
P110,illustrator,person drawing the pictures or taking the photographs in a book or similar work,"Q64830420,Q29546443,Q29546563",Wikidata property associated with people | Wikidata property for items about books | Wikidata property for items about manuscripts,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,3
P111,measured physical quantity,value of a physical property expressed as number multiplied by a unit,Q21077852,Wikidata property for physical quantities,UNKNOWN,,,False,False,0.5,1
P112,founded by,"founder or co-founder of this organization, religion, place or entity",Q18608993,Wikidata property for items about organizations,UNKNOWN,,,False,False,0.5,1
P113,airline hub,airport that serves as a hub for an airline,"Q18615777,Q22964357",Wikidata property to indicate a location | Wikidata property for items about airlines,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,2
P114,airline alliance,alliance the airline belongs to,Q22964357,Wikidata property for items about airlines,UNKNOWN,,,False,False,0.5,1
P115,home venue,home stadium or venue of a sports team or performing arts organization,"Q19829914,Q22964372,Q22964785,Q27525351",Wikidata property related to places | Wikidata property related to sport organizations | Wikidata property related to events | Wikidata property related to music,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,4
P117,chemical structure,image of a representation of the structure for a chemical compound,"Q18610173,Q26940804,Q21294996,Q121928698",Wikidata property to link to Commons | Wikidata property for linking to a representative image | Wikidata property related to chemistry | Q121928698,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,4
P118,league or competition,"league or competition in which team or player has played, or in which an event occurs","Q22964372,Q63871189,Q28106456",Wikidata property related to sport organizations | Wikidata property related to sports teams/clubs | Wikidata property related to sports people,UNKNOWN,,,False,False,0.5,3
P119,place of burial,"location of grave, resting place, place of ash-scattering, etc. (e.g., town/city or cemetery) for a person or animal. There may be several places: e.g., re-burials, parts of body buried separately.","Q18608756,Q18635217,Q22983697,Q51122237","Wikidata property for birth or death | Wikidata property for specifying the location of an event | Wikidata property related to religions and beliefs | Wikidata property related to burials, graves, and memorials",RELIGIOUS,"GEOGRAPHIC,ARCHAEOLOGICAL,BIOGRAPHIC","RELIGIOUS,GEOGRAPHIC,ARCHAEOLOGICAL,BIOGRAPHIC",False,False,0.8,4
P121,item operated,"equipment, installation or service operated by the subject","Q30025373,Q70564278","Wikidata property related to utilization and ownership | Wikidata property used as ""depicts"" (P180) qualifier on Commons",UNKNOWN,,,False,False,0.5,2
P122,basic form of government,subject's government,"Q22984475,Q22997934",Wikidata property related to politics | Wikidata property related to government and state,POLITICAL,,POLITICAL,False,False,0.8,2
P123,publisher,"organization or person responsible for publishing a work, such as a book, periodical, printed music, podcast, game or software","Q29546443,Q21126229,Q18608359,Q57955292",Wikidata property for items about books | Wikidata property related to software | Wikidata property to indicate a source | Wikidata property for items about people or organisations,INTELLECTUAL,TECHNOLOGICAL,"INTELLECTUAL,TECHNOLOGICAL",False,False,0.8,4
P126,maintained by,person or organization in charge of keeping the subject (for instance an infrastructure) in functioning order,Q30025373,Wikidata property related to utilization and ownership,UNKNOWN,,,False,False,0.5,1
P127,owned by,owner of the subject,"Q30025373,Q18608993,Q64830420,Q98929163",Wikidata property related to utilization and ownership | Wikidata property for items about organizations | Wikidata property associated with people | Wikidata property related to slavery,UNKNOWN,,,False,False,0.5,4
P128,regulates (molecular biology),process regulated by a protein or RNA in molecular biology,"Q22988603,Q119301849",Wikidata property related to biology | Q119301849,UNKNOWN,,,False,False,0.5,2
P129,physically interacts with,physical entity that the subject interacts with,Q22981316,Wikidata property related to physics,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,1
P131,located in the administrative territorial entity,the item is located on the territory of the following administrative entity. Use P276 for specifying locations that are non-administrative places and for items about events. Use P1382 if the item falls only partially into the administrative entity,"Q18615777,Q18647519,Q18647515,Q70564278","Wikidata property to indicate a location | asymmetric Wikidata property | transitive Wikidata property | Wikidata property used as ""depicts"" (P180) qualifier on Commons",GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,4
P135,movement,"literary, artistic, scientific or philosophical movement or scene associated with this person or work. For political ideologies use P1142.","Q18608871,Q18608993,Q18618644",Wikidata property for items about people | Wikidata property for items about organizations | Wikidata property related to creative works,INTELLECTUAL,DEMOGRAPHIC,"INTELLECTUAL,DEMOGRAPHIC",False,False,0.8,3
P136,genre,creative work's genre or an artist's field of work (P101). Use main subject (P921) to relate creative works to their topic,"Q18618644,Q18608871,Q70564278","Wikidata property related to creative works | Wikidata property for items about people | Wikidata property used as ""depicts"" (P180) qualifier on Commons",INTELLECTUAL,DEMOGRAPHIC,"INTELLECTUAL,DEMOGRAPHIC",False,False,0.8,3
P137,operator,"person, profession, organization or entity that operates the equipment, facility, or service","Q30025373,Q70564278,Q115203080","Wikidata property related to utilization and ownership | Wikidata property used as ""depicts"" (P180) qualifier on Commons | Q115203080",UNKNOWN,,,False,False,0.5,3
P138,named after,"entity or event that inspired the subject's name, or namesake (in at least one language). Qualifier ""applies to name"" (P5168) can be used to indicate which one",Q19643892,Wikidata property to indicate a name,UNKNOWN,,,False,False,0.5,1
P140,religion or worldview,"religion of a person, organization or religious building, or associated with this subject","Q18608871,Q22983697,Q3702971",Wikidata property for items about people | Wikidata property related to religions and beliefs | Q3702971,RELIGIOUS,DEMOGRAPHIC,"RELIGIOUS,DEMOGRAPHIC",False,False,0.8,3
P141,IUCN conservation status,conservation status assigned by the International Union for Conservation of Nature,"Q18609040,Q108566342",Wikidata property related to taxa | Q108566342,UNKNOWN,,,False,False,0.5,2
P143,imported from Wikimedia project,source of this claim's value; used in references section by bots or humans importing data from Wikimedia projects,"Q18608359,Q113558322",Wikidata property to indicate a source | Q113558322,UNKNOWN,,,False,False,0.5,2
P144,based on,the work(s) or inputs used as the basis for subject item; for fictional analog use P1074,Q18618644,Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,1
P149,architectural style,architectural style of a structure,"Q18618644,Q43831109,Q70564278","Wikidata property related to creative works | Wikidata property related to architecture | Wikidata property used as ""depicts"" (P180) qualifier on Commons",INTELLECTUAL,ARTISTIC,"INTELLECTUAL,ARTISTIC",False,False,0.8,3
P150,contains the administrative territorial entity,(list of) direct subdivisions of an administrative territorial entity,Q19829914,Wikidata property related to places,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,1
P154,logo image,"graphic mark or emblem commonly used by commercial enterprises, organizations and products","Q26935994,Q26940804,Q18610173,Q18608993,Q99567847,Q115383943,Q121928698",Wikidata property encoding a vCard value | Wikidata property for linking to a representative image | Wikidata property to link to Commons | Wikidata property for items about organizations | Wikidata property with a single value that generally evolves over time | Q115383943 | Q121928698,UNKNOWN,,,False,False,0.5,7
P155,follows,"immediately prior item in a series of which the subject is a part, preferably use as qualifier of P179 [if the subject has replaced the preceding item, e.g. political offices, use ""replaces"" (P1365)]","Q18616576,Q61719274",Wikidata property | Q61719274,UNKNOWN,,,False,False,0.5,2
P156,followed by,"immediately following item in a series of which the subject is a part, preferably use as qualifier of P179 [if the subject has been replaced, e.g. political offices, use ""replaced by"" (P1366)]","Q18616576,Q61719274",Wikidata property | Q61719274,UNKNOWN,,,False,False,0.5,2
P157,killed by,person or organization who killed the subject,"Q18608756,Q22984026",Wikidata property for birth or death | Wikidata property related to law and justice,BIOGRAPHIC,DIPLOMATIC,"BIOGRAPHIC,DIPLOMATIC",False,False,0.8,2
P158,seal image,image of subject's seal (emblem),"Q18610173,Q22997934,Q18608993,Q26940804,Q121928698",Wikidata property to link to Commons | Wikidata property related to government and state | Wikidata property for items about organizations | Wikidata property for linking to a representative image | Q121928698,POLITICAL,,POLITICAL,False,False,0.8,5
P159,headquarters location,city or town where an organization's headquarters is or has been situated. Use P276 qualifier for specific building,"Q18608993,Q18615777",Wikidata property for items about organizations | Wikidata property to indicate a location,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,2
P161,cast member,"actor in the subject production [use ""character role"" (P453) and/or ""name of the character role"" (P4633) as qualifiers] [use ""voice actor"" (P725) for voice-only role] - [use ""recorded participant"" (P11108) for non-fiction productions]","Q134479145,Q22965162",Q134479145 | Wikidata property for items about films,UNKNOWN,,,False,False,0.5,2
P162,producer,"person(s) who produced the film, musical work, theatrical production, etc. (for film, this does not include executive producers, associate producers, etc.) [for production company, use P272, video games - use P178]","Q22965078,Q22965162",Wikidata property for items about musical works | Wikidata property for items about films,UNKNOWN,,,False,False,0.5,2
P163,flag,subject's flag,"Q18608993,Q22997934",Wikidata property for items about organizations | Wikidata property related to government and state,POLITICAL,,POLITICAL,False,False,0.8,2
P166,award received,"award or recognition received by a person, organization or creative work","Q57955292,Q18618644,Q56150830,Q15720608","Wikidata property for items about people or organisations | Wikidata property related to creative works | Wikidata property related to awards, prizes and honours | Q15720608",INTELLECTUAL,,INTELLECTUAL,False,False,0.8,4
P167,structure replaced by,"the item which replaced this building or structure, at the same geographic location",Q22964966,Wikidata property related to structures,UNKNOWN,,,False,False,0.5,1
P169,chief executive officer,highest-ranking corporate officer appointed as the CEO within an organization,Q22964476,Wikidata property for items about corporations,UNKNOWN,,,False,False,0.5,1
P170,creator,maker of this creative work or other object (where no more specific property exists),"Q134479137,Q132818475,Q70564278","Q134479137 | Q132818475 | Wikidata property used as ""depicts"" (P180) qualifier on Commons",UNKNOWN,,,False,False,0.5,3
P171,parent taxon,closest parent taxon of the taxon in question,"Q18609040,Q22988603,Q108566342",Wikidata property related to taxa | Wikidata property related to biology | Q108566342,UNKNOWN,,,False,False,0.5,3
P172,ethnic group,"subject's ethnicity (consensus is that a VERY high standard of proof is needed for this field to be used. In general this means 1) the subject claims it themselves, or 2) it is widely agreed on by scholars, or 3) is fictional and portrayed as such)",Q18608871,Wikidata property for items about people,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,1
P175,performer,"actor, musician, band or other performer associated with this role or musical work","Q134476104,Q18608871,Q66309381",Q134476104 | Wikidata property for items about people | Wikidata property for items about fictional characters,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,3
P176,manufacturer,(main or final) manufacturer or producer of this product,"Q51122921,Q70564278","Wikidata property related to processes and manufacturing | Wikidata property used as ""depicts"" (P180) qualifier on Commons",UNKNOWN,,,False,False,0.5,2
P177,crosses,"obstacle (body of water, road, railway...) which this bridge (ferry, ford) crosses over or this tunnel goes under","Q22984363,Q29446361",Wikidata property related to transport | Wikidata property related to bridges,UNKNOWN,,,False,False,0.5,2
P178,developer,organization or person that developed the item,"Q18618644,Q21126229",Wikidata property related to creative works | Wikidata property related to software,INTELLECTUAL,TECHNOLOGICAL,"INTELLECTUAL,TECHNOLOGICAL",False,False,0.8,2
P717,Minor Planet Center observatory code,identifier for an astronomical observatory assigned by the Minor Planet Center,"Q62589316,Q41799791",Wikidata property for an identifier that suggests notability | Wikidata property related to astronomy,UNKNOWN,,,False,False,0.5,2
P718,Canmore ID,identifier in the Royal Commission on the Ancient and Historical Monuments of Scotland's Canmore database,"Q18618628,Q24075706,Q19829908","Wikidata property for authority control for cultural heritage | Wikidata property for authority control, with reciprocal use of Wikidata | Wikidata property for authority control for places",GEOGRAPHIC,CULTURAL,"GEOGRAPHIC,CULTURAL",False,True,1.0,3
P720,asteroid spectral type,"spectral classifications of asteroids based on spectral shape, color, and albedo","Q21451142,Q108566342",Wikidata property for items about astronomical objects | Q108566342,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,2
P721,OKATO ID,identifier for every administrative unit in Russia,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P722,UIC station code,"identifier for a railway station in Europe, CIS countries, the Far East (China, Mongolia, Japan, Korea, Vietnam), North Africa and the Middle East","Q56249389,Q48710051,Q135983631,Q135983629,Q135983614",Wikidata property to identify railway stations | Wikidata property for an identifier having a checksum | Q135983631 | Q135983629 | Q135983614,UNKNOWN,,,False,False,0.5,5
P723,Digitale Bibliotheek voor de Nederlandse Letteren author ID,identifier for an author on the DBNL-website for Dutch language authors,Q55650689,Wikidata property for authority control for writers,UNKNOWN,,,False,False,0.5,1
P724,Internet Archive ID,identifier for an item on the Internet Archive,Q19833377,Wikidata property for authority control for works,INTELLECTUAL,,INTELLECTUAL,False,True,1.0,1
P725,voice actor,"performer of a spoken role in a creative work such as animation, video game, radio drama, or dubbing over [use ""character role"" (P453) as qualifier] [use ""cast member"" (P161) for live acting]",Q134479145,Q134479145,UNKNOWN,,,False,False,0.5,1
P726,candidate,person or party that is an option for an office in this election,Q22964818,Wikidata property related to elections,UNKNOWN,,,False,False,0.5,1
P729,service entry,date or point in time on which a piece or class of equipment entered operational service,Q18636219,Wikidata property with datatype 'time',UNKNOWN,,,False,False,0.5,1
P730,service retirement,date or point in time on which a piece or class of equipment was retired from operational service ; use P2669 for end of a public service,Q18636219,Wikidata property with datatype 'time',UNKNOWN,,,False,False,0.5,1
P731,Litholex ID,identifier in the Lithostratigraphic database of Germany maintained by the BGR,"Q18614948,Q22988651",Wikidata property for authority control | Wikidata property related to geology,UNKNOWN,,,False,True,0.7,2
P732,BGS Lexicon of Named Rock Units ID,identifier for a stratigraphic unit given by the British Geological Survey,"Q22988651,Q19847637",Wikidata property related to geology | Wikidata property for an identifier,UNKNOWN,,,False,False,0.5,2
P733,DINOloket ID,identifier from database of geologic units in the Netherlands (Data Informatie Nederlandse Ondergrond),"Q22988651,Q19847637",Wikidata property related to geology | Wikidata property for an identifier,UNKNOWN,,,False,False,0.5,2
P734,family name,part of full name of person,"Q18608871,Q19643892,Q26935994",Wikidata property for items about people | Wikidata property to indicate a name | Wikidata property encoding a vCard value,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,3
P735,given name,first name or another given name of this person; values used with the property should not link disambiguations nor family names,"Q18608871,Q19643892",Wikidata property for items about people | Wikidata property to indicate a name,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P736,cover art by,"name of person or team creating cover artwork for book, record album, single record etc.","Q22965078,Q27918607,Q64830420",Wikidata property for items about musical works | Wikidata property related to art | Wikidata property associated with people,ARTISTIC,,ARTISTIC,False,False,0.8,3
P737,influenced by,"the subject (person, idea, etc.) was influenced or inspired by this object entity, e.g. ""Heidegger was influenced by Aristotle""","Q18618644,Q18608871",Wikidata property related to creative works | Wikidata property for items about people,INTELLECTUAL,DEMOGRAPHIC,"INTELLECTUAL,DEMOGRAPHIC",False,False,0.8,2
P739,ammunition,cartridge or other ammunition used by the subject firearm,Q51089849,Wikidata property related to weapons and military equipment,MILITARY,,MILITARY,False,False,0.8,1
P740,location of formation,location where a group or organization was formed,"Q18635217,Q18608993",Wikidata property for specifying the location of an event | Wikidata property for items about organizations,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,2
P741,playing hand,"hand used to play a racket sport, cricket, fencing, or curling","Q28106456,Q27886949",Wikidata property related to sports people | Wikidata property related to racket sports,UNKNOWN,,,False,False,0.5,2
P742,pseudonym,alias used by someone (for nickname use P1449),"Q21099935,Q19643892,Q18608871",Wikidata property with datatype string that is not an external identifier | Wikidata property to indicate a name | Wikidata property for items about people,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,3
P744,asteroid family,population of asteroids that share similar proper orbital elements,Q21451142,Wikidata property for items about astronomical objects,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,1
P745,Low German Bibliography and Biography ID,identifier,"Q19595382,Q19833377,Q21745557,Q55452870",Wikidata property for authority control for people | Wikidata property for authority control for works | Wikidata property to identify organizations | Wikidata property related to encyclopedias,INTELLECTUAL,BIOGRAPHIC,"INTELLECTUAL,BIOGRAPHIC",False,True,1.0,4
P746,date of disappearance,date or point of time a missing person was seen or otherwise known to be alive for the last time,"Q18608756,Q18636219",Wikidata property for birth or death | Wikidata property with datatype 'time',BIOGRAPHIC,,BIOGRAPHIC,False,False,0.8,2
P747,has edition or translation,item that is an edition or translation of this item,Q18618644,Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,1
P748,appointed by,"who appointed the person to the position, can be used as a qualifier","Q15720608,Q64830420",Q15720608 | Wikidata property associated with people,UNKNOWN,,,False,False,0.5,2
P749,parent organization or unit,"parent organization or unit of an organization or unit, opposite of child organization or unit (P355); use instance of (P31) to distinguish organization (Q43229) and organization unit (Q10387680)","Q18608993,Q21451178,Q30025373",Wikidata property for items about organizations | Wikidata property related to economics | Wikidata property related to utilization and ownership,ECONOMIC,,ECONOMIC,False,False,0.8,3
P750,distributed by,distributor of a creative work; distributor for a record label; news agency; film distributor,"Q18618644,Q18608993",Wikidata property related to creative works | Wikidata property for items about organizations,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,2
P751,introduced feature,feature introduced by this version of a product item,Q21126229,Wikidata property related to software,TECHNOLOGICAL,,TECHNOLOGICAL,False,False,0.8,1
P756,removed feature,which feature was removed by this version of a product item,Q21126229,Wikidata property related to software,TECHNOLOGICAL,,TECHNOLOGICAL,False,False,0.8,1
P757,World Heritage Site ID,"the identifier for a site as assigned by UNESCO. Use on one item per site, link parts with property ""has part"" (P527)","Q18618628,Q55978235,Q29642812",Wikidata property for authority control for cultural heritage | Wikidata property for authority control for protected areas | Wikidata property related to the United Nations,CULTURAL,DIPLOMATIC,"CULTURAL,DIPLOMATIC",False,False,0.8,3
P758,Kulturminne ID,Norwegian heritage property identification number of Riksantikvaren (the Directorate for Cultural Heritage),Q18618628,Wikidata property for authority control for cultural heritage,CULTURAL,,CULTURAL,False,False,0.8,1
P759,Alberta Register of Historic Places ID,identifier of historic resources in the Alberta Register of Historic Places,Q18618628,Wikidata property for authority control for cultural heritage,CULTURAL,,CULTURAL,False,False,0.8,1
P760,DPLA ID,"identifier for books, paintings, films, museum objects and archival records that have been digitised throughout United States",Q19847637,Wikidata property for an identifier,UNKNOWN,,,False,False,0.5,1
P761,Lake ID (Sweden),"Identification code for lakes in Sweden, for lakes important enough also used, with SE- prefix, as EU_CD","Q19829908,Q51920440",Wikidata property for authority control for places | Wikidata property for items about lakes,GEOGRAPHIC,,GEOGRAPHIC,False,True,1.0,2
P762,Czech cultural heritage ID,identifier for cultural heritage properties in the Czech Republic,"Q18618628,Q62589316",Wikidata property for authority control for cultural heritage | Wikidata property for an identifier that suggests notability,CULTURAL,,CULTURAL,False,False,0.8,2
P763,PEI Register of Historic Places ID,"identifier of a historic place in Prince Edward Island, Canada",Q18618628,Wikidata property for authority control for cultural heritage,CULTURAL,,CULTURAL,False,False,0.8,1
P764,OKTMO ID,identifier in Classification on Objects territory of municipal formations (Russia),Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P765,surface played on,the surface on which a sporting event is played,"Q28106586,Q28106485",Wikidata property related to sports events | Wikidata property related to sport facilities,UNKNOWN,,,False,False,0.5,2
P767,contributor to the creative work or subject,person or organization that contributed to a subject: co-creator of a creative work or subject,Q18618644,Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,1
P768,electoral district,"electoral district this person is representing, or of the office that is being contested. Use as qualifier for ""position held"" (P39) or ""office contested"" (P541) or ""candidacy in election"" (P3602)","Q18608871,Q15720608",Wikidata property for items about people | Q15720608,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P769,significant drug interaction,"clinically significant interaction between two pharmacologically active substances (i.e., drugs and/or active metabolites) where concomitant intake can lead to altered effectiveness or adverse drug events.","Q19887775,Q119301849",Wikidata property related to medicine | Q119301849,UNKNOWN,,,False,False,0.5,2
P770,cause of destruction,item which caused the destruction of the subject item,"Q22964966,Q28746712,Q18618644",Wikidata property related to structures | Wikidata property for causes and effects | Wikidata property related to creative works,INTELLECTUAL,,INTELLECTUAL,False,False,0.8,3
P771,Swiss municipality code,identifier for a municipality in Switzerland,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P772,INE code,"identifier for Spanish populated entities, by the Spanish Statistical Office (INE)",Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P773,ISO 3166-3,identifier for a country name that has been deleted from ISO 3166-1 since its first publication in 1974,"Q55977691,Q27038669",Wikidata property for authority control for administrative subdivisions | Q27038669,UNKNOWN,,,False,False,0.5,2
P774,FIPS 55-3 (locations in the US),identifier for places in the United States per former Federal Information Processing Standard FIPS 55-3,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P775,Swedish urban area code,alphanumeric code for an urban area in Sweden,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P776,Swedish minor urban area code,alphanumeric code for a minor urban area in Sweden,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P777,Swedish civil parish code/ATA code,identifier for a civil parish in Sweden,"Q55977691,Q93868746",Wikidata property for authority control for administrative subdivisions | Q93868746,UNKNOWN,,,False,False,0.5,2
P778,Church of Sweden parish code,identifier for a parish of the Church of Sweden,"Q64292415,Q19829908",Wikidata property related to Lutheranism | Wikidata property for authority control for places,GEOGRAPHIC,,GEOGRAPHIC,False,True,1.0,2
P779,Church of Sweden Pastoratskod,identifier for a pastoral district of the Church of Sweden,"Q64292415,Q19829908",Wikidata property related to Lutheranism | Wikidata property for authority control for places,GEOGRAPHIC,,GEOGRAPHIC,False,True,1.0,2
P780,symptoms and signs,possible symptoms or signs of a medical condition,Q19887775,Wikidata property related to medicine,UNKNOWN,,,False,False,0.5,1
P781,SIKART person ID,"identifier in SIKART, a biographical dictionary and a database on visual art in Switzerland and Liechtenstein","Q97584729,Q55653847,Q62589316",Wikidata property related to biographical dictionaries | Wikidata property for authority control for artists | Wikidata property for an identifier that suggests notability,BIOGRAPHIC,,BIOGRAPHIC,False,False,0.8,3
P782,LAU,"alphanumeric code for a local administrative unit, comprising the municipalities and communes of the European Statistical System (ESS); renamed from NUTS 4 and NUTS 5","Q55977691,Q135984095",Wikidata property for authority control for administrative subdivisions | Q135984095,UNKNOWN,,,False,False,0.5,2
P783,hymenium type,type of spore-bearing surface of a mushroom,Q19858569,Wikidata property related to mushrooms and mycology,UNKNOWN,,,False,False,0.5,1
P784,mushroom cap shape,property classifying the shape of the cap of a mushroom,Q19858569,Wikidata property related to mushrooms and mycology,UNKNOWN,,,False,False,0.5,1
P785,hymenium attachment,how the hymenium of the mushroom attaches to the stem,Q19858569,Wikidata property related to mushrooms and mycology,UNKNOWN,,,False,False,0.5,1
P786,stipe character,indicates whether a mushroom has a universal or partial veil,Q19858569,Wikidata property related to mushrooms and mycology,UNKNOWN,,,False,False,0.5,1
P787,spore print color,color of a mushroom spore print (see documentation for allowed values),Q19858569,Wikidata property related to mushrooms and mycology,UNKNOWN,,,False,False,0.5,1
P788,mushroom ecological type,property classifying the ecological type of a mushroom,Q19858569,Wikidata property related to mushrooms and mycology,UNKNOWN,,,False,False,0.5,1
P789,edibility,whether a mushroom can be eaten or not,"Q19858569,Q23038310",Wikidata property related to mushrooms and mycology | Wikidata property related to food and eating,CULTURAL,,CULTURAL,False,False,0.8,2
P790,approved by,item is approved by other item(s) [qualifier: statement is approved by other item(s)],"Q15720608,Q61719274",Q15720608 | Q61719274,UNKNOWN,,,False,False,0.5,2
P791,ISIL,identifier for a library or related organization,"Q100698536,Q21264328,Q27038669",Wikidata property to identify libraries | Wikidata property for a multi-source identifier | Q27038669,UNKNOWN,,,False,False,0.5,3
P792,chapter,title or number of the chapter where a claim is made,"Q21099935,Q18608359,Q61719275",Wikidata property with datatype string that is not an external identifier | Wikidata property to indicate a source | Q61719275,UNKNOWN,,,False,False,0.5,3
P793,significant event,significant or notable events associated with the subject,"Q22964785,Q70564278","Wikidata property related to events | Wikidata property used as ""depicts"" (P180) qualifier on Commons",UNKNOWN,,,False,False,0.5,2
P795,located on linear feature,linear feature along which distance is specified from a specified datum point,Q19829914,Wikidata property related to places,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,1
P797,authority,entity having executive power on given entity,"Q18608993,Q22997934",Wikidata property for items about organizations | Wikidata property related to government and state,POLITICAL,,POLITICAL,False,False,0.8,2
P798,military designation,officially assigned designation for a vehicle in military service,"Q21264328,Q51089849",Wikidata property for a multi-source identifier | Wikidata property related to weapons and military equipment,MILITARY,,MILITARY,False,False,0.8,2
P799,Air Ministry specification ID,identifier for an aircraft specification issued by the United Kingdom Air Ministry,"Q23069609,Q62589316",Wikidata property related to air transport | Wikidata property for an identifier that suggests notability,UNKNOWN,,,False,False,0.5,2
P800,notable work,"notable scientific, artistic or literary work, or other work of significance among subject's works","Q18608871,Q18618644,Q121928698",Wikidata property for items about people | Wikidata property related to creative works | Q121928698,INTELLECTUAL,DEMOGRAPHIC,"INTELLECTUAL,DEMOGRAPHIC",False,False,0.8,3
P802,student,notable student(s) of the subject individual,"Q18608871,Q22984450",Wikidata property for items about people | Wikidata property related to education,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P803,professorship,professorship position held by this academic person,"Q18608871,Q22984450",Wikidata property for items about people | Wikidata property related to education,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P804,GNIS Antarctica ID,"identifier for geographic objects in Antarctica, used in the US Geological Survey's Geographic Names Information System. For U.S. IDs, use Property:P590","Q19829908,Q135983643,Q60457486",Wikidata property for authority control for places | Q135983643 | Wikidata property for a discontinued website,GEOGRAPHIC,,GEOGRAPHIC,False,True,1.0,3
P805,statement is subject of,(qualifying) item that describes the relation identified in this statement,"Q15720608,Q61719274",Q15720608 | Q61719274,UNKNOWN,,,False,False,0.5,2
P806,Italian cadastre code (municipality),alphanumeric code for an Italian comune in the Codice catastale,Q55977691,Wikidata property for authority control for administrative subdivisions,UNKNOWN,,,False,False,0.5,1
P807,separated from,subject was founded or started by separating from identified object,"Q18608993,Q30025373",Wikidata property for items about organizations | Wikidata property related to utilization and ownership,UNKNOWN,,,False,False,0.5,2
P808,Asset of cultural interest code,identifier for an item in the Spanish heritage register (included RI/ARI),"Q18618628,Q62589316",Wikidata property for authority control for cultural heritage | Wikidata property for an identifier that suggests notability,CULTURAL,,CULTURAL,False,False,0.8,2
P809,WDPA ID,identifier in World Database on Protected Areas,Q55978235,Wikidata property for authority control for protected areas,UNKNOWN,,,False,False,0.5,1
P811,academic minor,minor someone studied at college/university,"Q18608871,Q22984450",Wikidata property for items about people | Wikidata property related to education,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P812,academic major,major someone studied at college/university,"Q18608871,Q22984450",Wikidata property for items about people | Wikidata property related to education,DEMOGRAPHIC,,DEMOGRAPHIC,False,False,0.8,2
P813,retrieved,date or point in time that information was retrieved from a database or website (for use in online sources),"Q18636219,Q18608359",Wikidata property with datatype 'time' | Wikidata property to indicate a source,UNKNOWN,,,False,False,0.5,2
P814,IUCN protected areas category,protected areas category by the World Commission on Protected Areas. Used with dedicated items for each category.,"Q19829914,Q27642681",Wikidata property related to places | Wikidata property related to protected areas,GEOGRAPHIC,,GEOGRAPHIC,False,False,0.8,2
P815,ITIS TSN,identifier for a taxon in the Integrated Taxonomic Information System,Q42396390,Wikidata property to identify taxa,UNKNOWN,,,False,False,0.5,1
P816,decays to,what isotope does this radioactive isotope decay to,Q22981316,Wikidata property related to physics,SCIENTIFIC,,SCIENTIFIC,False,False,0.8,1
P817,decay mode,"type of decay that a radioactive isotope undergoes (should be used as a qualifier for ""decays to"")","Q15720608,Q119301849",Q15720608 | Q119301849,UNKNOWN,,,False,False,0.5,2
