seed_qid,seed_label,delta_qid,delta_label,backlink_hits
Q899409,"Families, Gentes, and Prosopography",Q61728207,Betitia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728209,Dasumia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728210,Desticia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728212,Eggia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728213,Gallonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728215,Gargilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728216,Glitia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728217,Hedia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728218,Hordeonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728219,Larcia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728220,Lartidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728221,Livineia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728222,Maesia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728223,Martia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728224,Mindia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728225,Platoria gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728226,Polliena gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728227,Prastina gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728228,Prifernia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728230,Seria gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728231,Servenia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728232,Suellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728233,Suetonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728234,Suetria gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728235,Sufenatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728236,Suillia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728237,Taria gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728238,Tettia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728239,Tettiena gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728242,Tutilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728244,Verania gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728246,Vespasia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728247,Vipstana gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728248,Viria gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728249,Vitrasia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728250,Volasenna gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728251,Volusena gens,1
Q899409,"Families, Gentes, and Prosopography",Q61728252,Volusia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61735372,Calvia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61735373,Spurilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61753789,Vettiena gens,1
Q899409,"Families, Gentes, and Prosopography",Q61754478,Varena gens,1
Q899409,"Families, Gentes, and Prosopography",Q61754609,Traia gens,1
Q899409,"Families, Gentes, and Prosopography",Q61919919,Valgia gens,1
Q899409,"Families, Gentes, and Prosopography",Q619636,Aponia gens,1
Q899409,"Families, Gentes, and Prosopography",Q628303,Sulpicia gens,1
Q899409,"Families, Gentes, and Prosopography",Q634068,Scribonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q636900,Licinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q64759063,Abuttia gens,1
Q899409,"Families, Gentes, and Prosopography",Q682625,Munatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q685191,Ummidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q6889314,Modia gens,1
Q899409,"Families, Gentes, and Prosopography",Q693379,Petronia gens,1
Q899409,"Families, Gentes, and Prosopography",Q7200439,Plaetoria gens,1
Q899409,"Families, Gentes, and Prosopography",Q7401078,Cania gens,1
Q899409,"Families, Gentes, and Prosopography",Q7455481,Sertoria gens,1
Q899409,"Families, Gentes, and Prosopography",Q755905,Atilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q7808084,Tineia gens,1
Q899409,"Families, Gentes, and Prosopography",Q781493,Caecilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q799721,Baebia gens,1
Q899409,"Families, Gentes, and Prosopography",Q85750780,Carrinatia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q857608,Calpurnia gens,1
Q899409,"Families, Gentes, and Prosopography",Q9024093,Silia gens,1
Q899409,"Families, Gentes, and Prosopography",Q906810,Aurelia gens,1
Q899409,"Families, Gentes, and Prosopography",Q908366,Domitia gens,1
Q899409,"Families, Gentes, and Prosopography",Q91443570,Cascellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q920171,Aburia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92292603,Ablabia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92293899,Accenna gens,1
Q899409,"Families, Gentes, and Prosopography",Q92294795,Aedinia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92294894,Aeternia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92294901,Aevia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92295132,Agoria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92296198,Ampelia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92296410,Aninia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92297184,Argentaria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92297188,Arinia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92300389,Baburia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92300520,Baiena  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92300528,Baia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92300775,Barbia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92300777,Basilia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92301256,Bittia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92301444,Bucia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92302161,Caesernia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92302405,Calestria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92302550,Calventia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92302721,Camuria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92302991,Canusia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303116,Caristania  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303311,Cassidiena  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303423,Catellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303532,Catonia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303538,Caucidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303542,Ceccia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303585,Cervidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303587,Cervonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303592,Cestilia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303642,Cetia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92303644,Cetronia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92304952,Consia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92305032,Corellia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92305355,Cossonia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92305552,Crassicia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92305633,Cremutia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92306213,Cutia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92306726,Dillia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92307068,Duvia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92307073,Eclogia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92307367,Egrilia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92307629,Epria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92308628,Fisia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92308923,Fufetia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92309397,Funisulana  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92309505,Futia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92310452,Goredia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92310652,Haditana  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92311350,Hermentidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92318874,Hoenia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92319353,Jallia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92319364,Javolena  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92321710,Lappia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92323346,Longaea  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92323354,Luccia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92324569,Macrinia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92326042,Magria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92326305,Mammia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92326374,Mantennia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92326399,Martiannia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92326422,Matidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92327173,Matuccia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92327383,Meneia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92328334,Metia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92328547,Mevia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92328556,Milonia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92328957,Monetia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92328977,Murrenia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92328979,Musonia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92329423,Nerania  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92330370,Octacilia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92331426,Orfitasia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92332613,Petiedia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92332806,Petrosidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92332945,Pisibania  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92332950,Pisidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92333105,Plania  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92333110,Plaria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92333541,Pompaea  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92334126,Poppaedia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92334557,Praesidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92334834,Pullaiena  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92334837,Pupiena  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92334963,Quadronia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92335413,Raia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92335458,Ramnia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92335496,Rantia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92337040,Sanavia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92339922,Secia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340137,Septicia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340295,Servaea  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340396,Settidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340399,Sevia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340590,Sicinnia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340634,Simonia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340637,Simplicinia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340715,Spicia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340761,Staia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340765,Stallia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340836,Statoria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92340876,Subria gens,1
Q899409,"Families, Gentes, and Prosopography",Q92341111,Tampia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92341248,Tarutiena gens,1
Q899409,"Families, Gentes, and Prosopography",Q92341325,Tatia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92341329,Tedia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92341437,Terpolia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92341439,Terrasidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92341607,Tircia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343276,Tusidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343350,Umbria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343389,Urinatia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343424,Vagellia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343552,Vargunteia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343555,Varinia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343623,Vegetia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343627,Vehilia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343631,Velania  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343666,Vellaea  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343670,Velleia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343877,Vistilia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343880,Vestricia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343904,Vetenia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343907,Vettidia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343951,Vettulena  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92343999,Vibidia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92344058,Viciria gens,1
Q899409,"Families, Gentes, and Prosopography",Q92344063,Vicria  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92344066,Vigellia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92344106,Vindia  gens,1
Q899409,"Families, Gentes, and Prosopography",Q92344140,Vinia gens,1
Q899409,"Families, Gentes, and Prosopography",Q92344273,Vitoria  gens,1
Q8434,Government and Constitutional Structure,Q112557930,Q112557930,1
Q8434,Government and Constitutional Structure,Q112558015,Stefano Scagni,1
Q8434,Government and Constitutional Structure,Q112558099,Virginia Marie Bouvier,1
Q8434,Government and Constitutional Structure,Q112558138,Noreen Carol Rolheiser-Bennett,1
Q8434,Government and Constitutional Structure,Q112558140,Laurie Stevahn,1
Q8434,Government and Constitutional Structure,Q112558344,Johana Doubravová,1
Q8434,Government and Constitutional Structure,Q112558349,Q112558349,1
Q8434,Government and Constitutional Structure,Q112558559,Khyati Y. Joshi,1
Q8434,Government and Constitutional Structure,Q112558588,Wendy Bowles,1
Q8434,Government and Constitutional Structure,Q112558852,Václav Zázvorka,1
Q8434,Government and Constitutional Structure,Q112558939,Michael Thomas O'Connor,1
Q8434,Government and Constitutional Structure,Q112559005,Harald Heydrich,1
Q8434,Government and Constitutional Structure,Q112559082,Bob Jeffrey,1
Q8434,Government and Constitutional Structure,Q112559088,Lisa Russell,1
Q8434,Government and Constitutional Structure,Q112559108,Q112559108,1
Q8434,Government and Constitutional Structure,Q112559153,Melichar Václav,1
Q8434,Government and Constitutional Structure,Q112559253,Ahlam Lee,1
Q8434,Government and Constitutional Structure,Q112559589,Mojmír Zemánek,1
Q8434,Government and Constitutional Structure,Q112559709,Michael Siegmund,1
Q8434,Government and Constitutional Structure,Q112559860,Anna Boučková,1
Q8434,Government and Constitutional Structure,Q112559921,Ton van Vlimmeren,1
Q8434,Government and Constitutional Structure,Q112559950,Dennis Adams,1
Q8434,Government and Constitutional Structure,Q112559954,Mary Hamm,1
Q8434,Government and Constitutional Structure,Q112559967,David Barlex,1
Q8434,Government and Constitutional Structure,Q112560357,Jan Matula,1
Q8434,Government and Constitutional Structure,Q112560562,Andrew Daniel Althouse,1
Q8434,Government and Constitutional Structure,Q112560603,Q112560603,1
Q8434,Government and Constitutional Structure,Q112560758,Lenka Selčanová,1
Q8434,Government and Constitutional Structure,Q112560764,Karel Sottner,1
Q8434,Government and Constitutional Structure,Q112561019,Q112561019,1
Q8434,Government and Constitutional Structure,Q112561059,Hannes Maurer,1
Q8434,Government and Constitutional Structure,Q112561062,Q112561062,1
Q8434,Government and Constitutional Structure,Q112561398,Martina Taneski,1
Q8434,Government and Constitutional Structure,Q112561557,Cathryne L. Schmitz,1
Q8434,Government and Constitutional Structure,Q112561693,JoAnne Ferrara,1
Q8434,Government and Constitutional Structure,Q112561968,Q112561968,1
Q8434,Government and Constitutional Structure,Q1126729,Ferenc Kőszeg,1
Q8434,Government and Constitutional Structure,Q1127171,International Dance Council,1
Q8434,Government and Constitutional Structure,Q112980,Andreas Angelus,1
Q8434,Government and Constitutional Structure,Q113160822,Institut Supérieure de,1
Q8434,Government and Constitutional Structure,Q11372567,Makoto Iokibe,1
Q8434,Government and Constitutional Structure,Q11383852,Satō Zenjirō,1
Q8434,Government and Constitutional Structure,Q113912,Jost Trier,1
Q8434,Government and Constitutional Structure,Q113990905,Q113990905,1
Q8434,Government and Constitutional Structure,Q11409924,Yoshito Harada,1
Q8434,Government and Constitutional Structure,Q11413733,Kogorō Yoshida,1
Q8434,Government and Constitutional Structure,Q11495535,Naruse Jinzō,1
Q8434,Government and Constitutional Structure,Q11521539,Jingnong Zhu,1
Q8434,Government and Constitutional Structure,Q115284143,Continental Education Strategy for Africa,1
Q8434,Government and Constitutional Structure,Q1155864,Fritz Gause,1
Q8434,Government and Constitutional Structure,Q11559266,Q11559266,1
Q8434,Government and Constitutional Structure,Q11565929,Sawayanagi Masatarō,1
Q8434,Government and Constitutional Structure,Q11585566,Fumiko Ishioka,1
Q8434,Government and Constitutional Structure,Q115861,Pierre Gilliard,1
Q8434,Government and Constitutional Structure,Q116160797,Diploma of Applied Education,1
Q8434,Government and Constitutional Structure,Q11636000,Ryō Akama,1
Q8434,Government and Constitutional Structure,Q11647283,Shigenari Kanamori,1
Q8434,Government and Constitutional Structure,Q11653452,Arata Osada,1
Q8434,Government and Constitutional Structure,Q11685179,Aleksandras Timinskis,1
Q8434,Government and Constitutional Structure,Q11685203,Aleksandra Pezda,1
Q8434,Government and Constitutional Structure,Q1170918,Hermann Größler,1
Q8434,Government and Constitutional Structure,Q11715999,Jadwiga Zamoyska,1
Q8434,Government and Constitutional Structure,Q11718175,Jan Kubisz,1
Q8434,Government and Constitutional Structure,Q11720894,Jarosław Kostycewicz,1
Q8434,Government and Constitutional Structure,Q117235941,Q117235941,1
Q8434,Government and Constitutional Structure,Q11727491,Joanna Piech-Kalarus,1
Q8434,Government and Constitutional Structure,Q11728379,Josef Zukal,1
Q8434,Government and Constitutional Structure,Q11730843,Józef Lompa,1
Q8434,Government and Constitutional Structure,Q11731414,Józef Stemler,1
Q8434,Government and Constitutional Structure,Q11731830,Józefina Szelińska,1
Q8434,Government and Constitutional Structure,Q11736129,Karol Kotula,1
Q8434,Government and Constitutional Structure,Q11748793,Kristine Vetulani-Belfoure,1
Q8434,Government and Constitutional Structure,Q11757,Janet Kolodner,1
Q8434,Government and Constitutional Structure,Q11769088,Maria Pilecka,1
Q8434,Government and Constitutional Structure,Q11769449,Marian Jankowski,1
Q8434,Government and Constitutional Structure,Q1177005,David W. Allen,1
Q8434,Government and Constitutional Structure,Q11778598,Michał Balara,1
Q8434,Government and Constitutional Structure,Q11800440,Oskar Anweiler,1
Q8434,Government and Constitutional Structure,Q11836550,Dům bratří Čapků (Vinohrady),1
Q8434,Government and Constitutional Structure,Q118487,Roberto Simanowski,1
Q8434,Government and Constitutional Structure,Q11852892,Artturi Leinonen,1
Q8434,Government and Constitutional Structure,Q11873337,Eduard Kavan,1
Q8434,Government and Constitutional Structure,Q11873885,Eduard Peck,1
Q8434,Government and Constitutional Structure,Q11874110,Eduard Světlík,1
Q8434,Government and Constitutional Structure,Q11878431,Emanuel Klíma,1
Q8434,Government and Constitutional Structure,Q11885073,Eugen Dostál,1
Q8434,Government and Constitutional Structure,Q11885691,Trade Union of Education OAJ,1
Q8434,Government and Constitutional Structure,Q118869018,GREEN SHOOTS SECONDARY SCHOOL,1
Q8434,Government and Constitutional Structure,Q118869042,KINYARA SECONDARY SCHOOL,1
Q8434,Government and Constitutional Structure,Q11891444,Q11891444,1
Q8434,Government and Constitutional Structure,Q11895844,TIETY,1
Q8434,Government and Constitutional Structure,Q11897957,Toivo Wallenius,1
Q8434,Government and Constitutional Structure,Q11899112,Vilém Blažek,1
Q8434,Government and Constitutional Structure,Q11899118,Vilém Gabler,1
Q8434,Government and Constitutional Structure,Q11901796,Vincenc Jarolímek,1
Q8434,Government and Constitutional Structure,Q11907002,Associació d'Amics de l'Escola Normal de la Generalitat,1
Q8434,Government and Constitutional Structure,Q119179225,Q119179225,1
Q8434,Government and Constitutional Structure,Q11918079,Eduard Vallory i Subirà,1
Q8434,Government and Constitutional Structure,Q11926712,Vojtěch Tkadlčík,1
Q8434,Government and Constitutional Structure,Q11926838,Vojtěch Zapletal,1
Q8434,Government and Constitutional Structure,Q11939925,Palmira Pla Pechovierto,1
Q8434,Government and Constitutional Structure,Q1195296,Jōsei Toda,1
Q8434,Government and Constitutional Structure,Q119580516,ENSAL,1
Q8434,Government and Constitutional Structure,Q11985484,Evžen Jecho,1
Q8434,Government and Constitutional Structure,Q11985498,Evžen Peřina,1
Q8434,Government and Constitutional Structure,Q11985611,Václav Kalous,1
Q8434,Government and Constitutional Structure,Q11989168,Q11989168,1
Q8434,Government and Constitutional Structure,Q119898,Hugo Kükelhaus,1
Q8434,Government and Constitutional Structure,Q12016892,František Balada,1
Q8434,Government and Constitutional Structure,Q12016947,František Běloun,1
Q8434,Government and Constitutional Structure,Q12016965,František Cinek,1
Q8434,Government and Constitutional Structure,Q12017114,František Janiš,1
Q8434,Government and Constitutional Structure,Q12017163,František Kejla,1
Q8434,Government and Constitutional Structure,Q12017373,František Nábělek,1
Q8434,Government and Constitutional Structure,Q12017386,František Pala,1
Q8434,Government and Constitutional Structure,Q12017427,František Pospíšil,1
Q8434,Government and Constitutional Structure,Q12017804,Franz Warmbrunn,1
Q8434,Government and Constitutional Structure,Q12018411,Gracian Černušák,1
Q8434,Government and Constitutional Structure,Q12018612,Q12018612,1
Q8434,Government and Constitutional Structure,Q12018985,Hana Sachsová,1
Q8434,Government and Constitutional Structure,Q12023131,Jan Strakoš,1
Q8434,Government and Constitutional Structure,Q12023237,Jan Vraštil,1
Q8434,Government and Constitutional Structure,Q12023390,Jana Bednářová,1
Q8434,Government and Constitutional Structure,Q12023585,Jarmila Uhlířová,1
Q8434,Government and Constitutional Structure,Q12023627,Jaromír Hnilička,1
Q8434,Government and Constitutional Structure,Q12024738,Jiljí Vratislav Jahn,1
Q8434,Government and Constitutional Structure,Q12024838,Jindřich Spáčil,1
Q8434,Government and Constitutional Structure,Q12024965,Jitka Snížková,1
Q8434,Government and Constitutional Structure,Q12025062,Jiří Bulis,1
Q8434,Government and Constitutional Structure,Q12025210,Jiří Janda,1
Q8434,Government and Constitutional Structure,Q12025849,Josef Andrys,1
Q8434,Government and Constitutional Structure,Q12025871,Josef Bartůněk,1
Q8434,Government and Constitutional Structure,Q12026209,Josef Kepka,1
Q8434,Government and Constitutional Structure,Q12026224,Josef Klvaňa,1
Q8434,Government and Constitutional Structure,Q12026361,Josef Macůrek,1
Q8434,Government and Constitutional Structure,Q12026399,Josef Mikula,1
Q8434,Government and Constitutional Structure,Q12026446,Josef Nuzík,1
Q8434,Government and Constitutional Structure,Q12026454,Josef Olejník,1
Q8434,Government and Constitutional Structure,Q12026585,Josef Schinzel,1
Q8434,Government and Constitutional Structure,Q12026710,Josef Vašica,1
Q8434,Government and Constitutional Structure,Q12026717,Josef Veselý,1
Q8434,Government and Constitutional Structure,Q12027189,Julius Rauscher,1
Q8434,Government and Constitutional Structure,Q12027268,Justin Greger,1
Q8434,Government and Constitutional Structure,Q12027469,Ján Sebechlebský,1
Q8434,Government and Constitutional Structure,Q12028181,Karel Dvořáček,1
Q8434,Government and Constitutional Structure,Q12028331,Karel Koutský,1
Q8434,Government and Constitutional Structure,Q12028528,Karel Sokol Elgart,1
Q8434,Government and Constitutional Structure,Q12028542,Karel Sup,1
Q8434,Government and Constitutional Structure,Q12028787,Karol Krčméry,1
Q8434,Government and Constitutional Structure,Q12034088,Lubomír Koželuha,1
Q8434,Government and Constitutional Structure,Q12034234,Ludvík Holain,1
Q8434,Government and Constitutional Structure,Q12035390,Maria Gabriela Lazansky of Bukowa,1
Q8434,Government and Constitutional Structure,Q12035798,Martin Moudrý,1
Q8434,Government and Constitutional Structure,Q12036167,Max Wittmann,1
Q8434,Government and Constitutional Structure,Q12037323,Milan Togner,1
Q8434,Government and Constitutional Structure,Q12037345,Milan Šamánek,1
Q8434,Government and Constitutional Structure,Q12037599,Miloš Sokola,1
Q8434,Government and Constitutional Structure,Q12037612,Miloš Vignati,1
Q8434,Government and Constitutional Structure,Q12037657,Milán Kouba,1
Q8434,Government and Constitutional Structure,Q12037826,Miroslav Hanuš,1
Q8434,Government and Constitutional Structure,Q12042401,Oldřich Králík,1
Q8434,Government and Constitutional Structure,Q12042427,Oldřich Palkovský,1
Q8434,Government and Constitutional Structure,Q12043259,Otokar Balcar,1
Q8434,Government and Constitutional Structure,Q120441918,Africa Ajai Foundation Ltd,1
Q8434,Government and Constitutional Structure,Q121255,Adolf Küry,1
Q8434,Government and Constitutional Structure,Q121494607,EMERITUS,1
Q8434,Government and Constitutional Structure,Q12299844,Q12299844,1
Q8434,Government and Constitutional Structure,Q123217914,St Clare's Anglican girls grammar school offa,1
Q8434,Government and Constitutional Structure,Q1232742,José Benjamín Zubiaur,1
Q8434,Government and Constitutional Structure,Q1233467,Johann Friedrich Oberlin,1
Q8434,Government and Constitutional Structure,Q123686971,Radovan Papež,1
Q8434,Government and Constitutional Structure,Q123687991,Busola Tejumola,1
Q8434,Government and Constitutional Structure,Q123739119,Florida State Teachers Association,1
Q8434,Government and Constitutional Structure,Q1238942,Charles de la Rue,1
Q8434,Government and Constitutional Structure,Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",1
Q8434,Government and Constitutional Structure,Q124293091,Petra Pokorná Žádníková,1
Q8434,Government and Constitutional Structure,Q124304268,Maria G. Ott,1
Q8434,Government and Constitutional Structure,Q124304286,Acacia Warren,1
Q8434,Government and Constitutional Structure,Q124304297,Pavel Stůj,1
Q8434,Government and Constitutional Structure,Q124304323,Jana Vaňková,1
Q8434,Government and Constitutional Structure,Q124304355,Gordon Sturrock,1
Q8434,Government and Constitutional Structure,Q124304439,Anthony E. Kelly,1
Q8434,Government and Constitutional Structure,Q124304576,Slávka Džačovská,1
Q8434,Government and Constitutional Structure,Q124305239,Kateřina Pávková,1
Q8434,Government and Constitutional Structure,Q124305265,Abigail Parrish,1
Q8434,Government and Constitutional Structure,Q124305273,Tom Fehrenbacher,1
Q8434,Government and Constitutional Structure,Q124308086,Vladimír Korek,1
Q8434,Government and Constitutional Structure,Q124308099,Yusuf Alpaydın,1
Q8434,Government and Constitutional Structure,Q124308106,Cihad Demirli,1
