qid,qid_label,group,property_pid,property_label,statement_index,rank,value_qid,value_label,value_literal,periodo_ids
Q208297,Irish War of Independence,hierarchy,P31,instance of,0,normal,Q1006311,war of national liberation,,6c6g3xtnj
Q208297,Irish War of Independence,hierarchy,P31,instance of,1,normal,Q21994376,war of independence,,6c6g3xtnj
Q208297,Irish War of Independence,temporal,P580,start time,0,normal,,time=+1919-01-21T00:00:00Z;precision=11,time=+1919-01-21T00:00:00Z;precision=11,6c6g3xtnj
Q208297,Irish War of Independence,temporal,P582,end time,0,normal,,time=+1921-07-11T00:00:00Z;precision=11,time=+1921-07-11T00:00:00Z;precision=11,6c6g3xtnj
Q208297,Irish War of Independence,geographical,P276,location,0,normal,Q22890,Ireland,,6c6g3xtnj
Q208297,Irish War of Independence,temporal,P9350,PeriodO period ID,0,normal,,6c6g3xtnj,6c6g3xtnj,6c6g3xtnj
Q208297,Irish War of Independence,hierarchy,P527,has part(s),0,normal,Q3042670,Irish Declaration of Independence,,6c6g3xtnj
Q209297,Farroupilha Revolution,temporal,P580,start time,0,normal,,time=+1835-09-20T00:00:00Z;precision=11,time=+1835-09-20T00:00:00Z;precision=11,6c6g3bpt7
Q209297,Farroupilha Revolution,temporal,P582,end time,0,normal,,time=+1845-03-01T00:00:00Z;precision=11,time=+1845-03-01T00:00:00Z;precision=11,6c6g3bpt7
Q209297,Farroupilha Revolution,hierarchy,P361,part of,0,normal,Q15112333,Rebellions during the Regency Period in Brazil,,6c6g3bpt7
Q209297,Farroupilha Revolution,hierarchy,P31,instance of,0,normal,Q8465,civil war,,6c6g3bpt7
Q209297,Farroupilha Revolution,geographical,P276,location,0,normal,Q1060042,South Region,,6c6g3bpt7
Q209297,Farroupilha Revolution,temporal,P9350,PeriodO period ID,0,normal,,6c6g3bpt7,6c6g3bpt7,6c6g3bpt7
Q239060,Arab Revolt,hierarchy,P361,part of,0,normal,Q1765465,Middle Eastern Theater of World War I,,6c6g32wkw
Q239060,Arab Revolt,hierarchy,P31,instance of,0,normal,Q124734,rebellion,,6c6g32wkw
Q239060,Arab Revolt,hierarchy,P31,instance of,1,normal,Q6107280,revolt,,6c6g32wkw
Q239060,Arab Revolt,temporal,P580,start time,0,normal,,time=+1916-06-00T00:00:00Z;precision=10,time=+1916-06-00T00:00:00Z;precision=10,6c6g32wkw
Q239060,Arab Revolt,temporal,P582,end time,0,normal,,time=+1918-10-00T00:00:00Z;precision=10,time=+1918-10-00T00:00:00Z;precision=10,6c6g32wkw
Q239060,Arab Revolt,geographical,P276,location,0,normal,Q3558385,Hejaz Vilayet,,6c6g32wkw
Q239060,Arab Revolt,geographical,P276,location,1,normal,Q1372503,Syria Vilayet,,6c6g32wkw
Q239060,Arab Revolt,temporal,P585,point in time,0,normal,,time=+1918-10-00T00:00:00Z;precision=10,time=+1918-10-00T00:00:00Z;precision=10,6c6g32wkw
Q239060,Arab Revolt,temporal,P9350,PeriodO period ID,0,normal,,6c6g32wkw,6c6g32wkw,6c6g32wkw
Q239060,Arab Revolt,geographical,P17,country,0,normal,Q12560,Ottoman Empire,,6c6g32wkw
Q25546,Pleistocene,hierarchy,P31,instance of,0,normal,Q754897,epoch,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P31,instance of,1,normal,Q312468,series,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P361,part of,0,normal,Q26185,Quaternary,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,p086kj94tsm
Q25546,Pleistocene,temporal,P580,start time,0,normal,,time=-2580000-00-00T00:00:00Z;precision=5,time=-2580000-00-00T00:00:00Z;precision=5,p086kj94tsm
Q25546,Pleistocene,temporal,P582,end time,0,normal,,time=-9701-00-00T00:00:00Z;precision=9,time=-9701-00-00T00:00:00Z;precision=9,p086kj94tsm
Q25546,Pleistocene,hierarchy,P155,follows,0,normal,Q76259,Pliocene,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P156,followed by,0,normal,Q25445,Holocene,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P527,has part(s),0,normal,Q428579,Gelasian,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P527,has part(s),1,normal,Q567911,Calabrian,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P527,has part(s),2,normal,Q492596,Chibanian,,p086kj94tsm
Q25546,Pleistocene,hierarchy,P527,has part(s),3,normal,Q498831,Late Pleistocene,,p086kj94tsm
Q25546,Pleistocene,temporal,P9350,PeriodO period ID,0,normal,,p086kj94tsm,p086kj94tsm,p086kj94tsm
Q277399,British Iron Age,hierarchy,P31,instance of,0,normal,Q816829,periodization,,kh9dsj33x
Q277399,British Iron Age,temporal,P580,start time,0,normal,,time=-0800-00-00T00:00:00Z;precision=9,time=-0800-00-00T00:00:00Z;precision=9,kh9dsj33x
Q277399,British Iron Age,temporal,P582,end time,0,normal,,time=+0043-00-00T00:00:00Z;precision=9,time=+0043-00-00T00:00:00Z;precision=9,kh9dsj33x
Q277399,British Iron Age,hierarchy,P156,followed by,0,normal,Q131987978,Romano-British period,,kh9dsj33x
Q277399,British Iron Age,temporal,P9350,PeriodO period ID,0,normal,,kh9dsj33x,kh9dsj33x,kh9dsj33x
Q277399,British Iron Age,hierarchy,P155,follows,0,normal,Q4096987,British Bronze Age,,kh9dsj33x
Q277399,British Iron Age,geographical,P17,country,0,normal,Q145,United Kingdom,,kh9dsj33x
Q277399,British Iron Age,hierarchy,P279,subclass of,0,normal,Q11764,Iron Age,,kh9dsj33x
Q284787,Early Jurassic,hierarchy,P155,follows,0,normal,Q917293,Late Triassic,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P156,followed by,0,normal,Q500054,Middle Jurassic,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P527,has part(s),0,normal,Q914363,Toarcian,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P527,has part(s),1,normal,Q540479,Pliensbachian,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P527,has part(s),2,normal,Q911869,Sinemurian,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P527,has part(s),3,normal,Q633834,Hettangian,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P31,instance of,0,normal,Q312468,series,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P31,instance of,1,normal,Q754897,epoch,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P361,part of,0,normal,Q45805,Jurassic,,9qtgw32q7
Q284787,Early Jurassic,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgw32q7
Q284787,Early Jurassic,temporal,P580,start time,0,normal,,time=-201300000-00-00T00:00:00Z;precision=4,time=-201300000-00-00T00:00:00Z;precision=4,9qtgw32q7
Q284787,Early Jurassic,temporal,P582,end time,0,normal,,time=-174100000-00-00T00:00:00Z;precision=4,time=-174100000-00-00T00:00:00Z;precision=4,9qtgw32q7
Q284787,Early Jurassic,temporal,P9350,PeriodO period ID,0,normal,,9qtgw32q7,9qtgw32q7,9qtgw32q7
Q29297050,Neo-Elamite period,hierarchy,P31,instance of,0,normal,Q11514315,historical period,,7ffbfx45f
Q29297050,Neo-Elamite period,hierarchy,P31,instance of,1,normal,Q15401633,archaeological period,,7ffbfx45f
Q29297050,Neo-Elamite period,hierarchy,P361,part of,0,normal,Q35355,Sumer,,7ffbfx45f
Q29297050,Neo-Elamite period,hierarchy,P361,part of,1,normal,Q128904,Elam,,7ffbfx45f
Q29297050,Neo-Elamite period,geographical,P17,country,0,normal,Q794,Iran,,7ffbfx45f
Q29297050,Neo-Elamite period,temporal,P571,inception,0,normal,,time=-1100-00-00T00:00:00Z;precision=9,time=-1100-00-00T00:00:00Z;precision=9,7ffbfx45f
Q29297050,Neo-Elamite period,temporal,P582,end time,0,normal,,time=-0539-00-00T00:00:00Z;precision=9,time=-0539-00-00T00:00:00Z;precision=9,7ffbfx45f
Q29297050,Neo-Elamite period,temporal,P580,start time,0,normal,,time=-1100-00-00T00:00:00Z;precision=9,time=-1100-00-00T00:00:00Z;precision=9,7ffbfx45f
Q29297050,Neo-Elamite period,hierarchy,P155,follows,0,normal,Q29297151,Middle Elamite period,,7ffbfx45f
Q29297050,Neo-Elamite period,hierarchy,P156,followed by,0,normal,Q389688,Achaemenid Empire,,7ffbfx45f
Q29297050,Neo-Elamite period,hierarchy,P156,followed by,1,normal,Q114867307,Achaemenid Period,,7ffbfx45f
Q29297050,Neo-Elamite period,hierarchy,P156,followed by,2,normal,Q115667399,Persian period,,7ffbfx45f
Q29297050,Neo-Elamite period,temporal,P9350,PeriodO period ID,0,normal,,7ffbfx45f,7ffbfx45f,7ffbfx45f
Q29297151,Middle Elamite period,hierarchy,P31,instance of,0,normal,Q11514315,historical period,,7ffbfknpj
Q29297151,Middle Elamite period,geographical,P17,country,0,normal,Q794,Iran,,7ffbfknpj
Q29297151,Middle Elamite period,hierarchy,P361,part of,0,normal,Q128904,Elam,,7ffbfknpj
Q29297151,Middle Elamite period,hierarchy,P155,follows,0,normal,Q29297301,Old Elamite period,,7ffbfknpj
Q29297151,Middle Elamite period,hierarchy,P155,follows,1,normal,Q114868885,Linear Elamite Period,,7ffbfknpj
Q29297151,Middle Elamite period,hierarchy,P156,followed by,0,normal,Q29297050,Neo-Elamite period,,7ffbfknpj
Q29297151,Middle Elamite period,hierarchy,P156,followed by,1,normal,Q115667399,Persian period,,7ffbfknpj
Q29297151,Middle Elamite period,temporal,P9350,PeriodO period ID,0,normal,,7ffbfknpj,7ffbfknpj,7ffbfknpj
Q29297151,Middle Elamite period,temporal,P580,start time,0,normal,,time=-1300-00-00T00:00:00Z;precision=9,time=-1300-00-00T00:00:00Z;precision=9,7ffbfknpj
Q29297151,Middle Elamite period,temporal,P582,end time,0,normal,,time=-1100-00-00T00:00:00Z;precision=9,time=-1100-00-00T00:00:00Z;precision=9,7ffbfknpj
Q300887,Aalenian,hierarchy,P156,followed by,0,normal,Q375180,Bajocian,,9qtgw2x4f
Q300887,Aalenian,hierarchy,P155,follows,0,normal,Q914363,Toarcian,,9qtgw2x4f
Q300887,Aalenian,hierarchy,P31,instance of,0,normal,Q1123245,stage,,9qtgw2x4f
Q300887,Aalenian,hierarchy,P31,instance of,1,normal,Q568683,age,,9qtgw2x4f
Q300887,Aalenian,geographical,P625,coordinate location,0,normal,,"{'latitude': 41.07913888888889, 'longitude': -1.8303333333333334, 'altitude': None, 'precision': 2.777777777777778e-05, 'globe': 'http://www.wikidata.org/entity/Q2'}","{'latitude': 41.07913888888889, 'longitude': -1.8303333333333334, 'altitude': None, 'precision': 2.777777777777778e-05, 'globe': 'http://www.wikidata.org/entity/Q2'}",9qtgw2x4f
Q300887,Aalenian,hierarchy,P361,part of,0,normal,Q500054,Middle Jurassic,,9qtgw2x4f
Q300887,Aalenian,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgw2x4f
Q300887,Aalenian,temporal,P580,start time,0,normal,,time=-174100000-00-00T00:00:00Z;precision=4,time=-174100000-00-00T00:00:00Z;precision=4,9qtgw2x4f
Q300887,Aalenian,temporal,P582,end time,0,normal,,time=-170300000-00-00T00:00:00Z;precision=4,time=-170300000-00-00T00:00:00Z;precision=4,9qtgw2x4f
Q300887,Aalenian,geographical,P7153,significant place,0,normal,Q986555,Fuentelsaz,,9qtgw2x4f
Q300887,Aalenian,temporal,P9350,PeriodO period ID,0,normal,,9qtgw2x4f,9qtgw2x4f,9qtgw2x4f
Q300887,Aalenian,geographical,P17,country,0,normal,Q29,Spain,,9qtgw2x4f
Q301728,Albian,hierarchy,P155,follows,0,normal,Q622265,Aptian,,9qtgw7bg4
Q301728,Albian,hierarchy,P156,followed by,0,normal,Q185567,Cenomanian,,9qtgw7bg4
Q301728,Albian,hierarchy,P31,instance of,0,normal,Q1123245,stage,,9qtgw7bg4
Q301728,Albian,hierarchy,P31,instance of,1,normal,Q568683,age,,9qtgw7bg4
Q301728,Albian,hierarchy,P361,part of,0,normal,Q752187,Early Cretaceous,,9qtgw7bg4
Q301728,Albian,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgw7bg4
Q301728,Albian,temporal,P580,start time,0,normal,,time=-113000000-00-00T00:00:00Z;precision=3,time=-113000000-00-00T00:00:00Z;precision=3,9qtgw7bg4
Q301728,Albian,temporal,P582,end time,0,normal,,time=-100500000-00-00T00:00:00Z;precision=4,time=-100500000-00-00T00:00:00Z;precision=4,9qtgw7bg4
Q301728,Albian,geographical,P625,coordinate location,0,normal,,"{'latitude': 44.496605555555554, 'longitude': 5.311766666666666, 'altitude': None, 'precision': 2.777777777777778e-06, 'globe': 'http://www.wikidata.org/entity/Q2'}","{'latitude': 44.496605555555554, 'longitude': 5.311766666666666, 'altitude': None, 'precision': 2.777777777777778e-06, 'globe': 'http://www.wikidata.org/entity/Q2'}",9qtgw7bg4
Q301728,Albian,temporal,P9350,PeriodO period ID,0,normal,,9qtgw7bg4,9qtgw7bg4,9qtgw7bg4
Q301728,Albian,geographical,P17,country,0,normal,Q142,France,,9qtgw7bg4
Q3125096,Meiji period,hierarchy,P155,follows,0,normal,Q776775,Keiō,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P155,follows,1,normal,Q184963,Edo period,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P31,instance of,0,normal,Q24706,Japanese era name,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P31,instance of,1,normal,Q7310094,reign,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P31,instance of,2,normal,Q11514315,historical period,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P361,part of,0,normal,Q130436,history of Japan,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P156,followed by,0,normal,Q329174,Taishō period,,8m57hsw5p
Q3125096,Meiji period,temporal,P580,start time,0,normal,,time=+1868-10-23T00:00:00Z;precision=11,time=+1868-10-23T00:00:00Z;precision=11,8m57hsw5p
Q3125096,Meiji period,temporal,P582,end time,0,normal,,time=+1912-07-30T00:00:00Z;precision=11,time=+1912-07-30T00:00:00Z;precision=11,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),0,normal,Q11512305,Meiji – year 1,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),1,normal,Q11512277,Meiji – year 2,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),2,normal,Q11512279,Meiji – year 3,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),3,normal,Q11512280,Meiji – year 4,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),4,normal,Q11512282,Meiji – year 5,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),5,normal,Q309184,Boshin War,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),6,normal,Q8707,Meiji restoration,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),7,normal,Q703942,Japanese invasion of Taiwan,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),8,normal,Q717373,Japanese invasion of Taiwan,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),9,normal,Q700324,bunmei-kaika,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),10,normal,Q178687,First Sino-Japanese War,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),11,normal,Q701607,Nagasaki incident,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),12,normal,Q159950,Russo-Japanese War,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),13,normal,Q705043,Incident of 1873,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),14,normal,Q370290,Seikanron,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),15,normal,Q1788393,Battle of Shiroyama,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),16,normal,Q16184309,assassination of Itō Hirobumi,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),17,normal,Q386352,Ōtsu incident,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),18,normal,Q496905,Ganghwa Island incident,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),19,normal,Q110298856,rebellions of Meiji period,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),20,normal,Q1666683,High Treason Incident,,8m57hsw5p
Q3125096,Meiji period,hierarchy,P527,has part(s),21,normal,Q11605028,Kioichō Incident,,8m57hsw5p
Q3125096,Meiji period,geographical,P17,country,0,normal,Q17,Japan,,8m57hsw5p
Q3125096,Meiji period,temporal,P9350,PeriodO period ID,0,normal,,8m57hsw5p,8m57hsw5p,8m57hsw5p
Q338199,Late Cretaceous,hierarchy,P155,follows,0,normal,Q752187,Early Cretaceous,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P156,followed by,0,normal,Q76252,Paleocene,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P31,instance of,0,normal,Q312468,series,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P31,instance of,1,normal,Q754897,epoch,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P361,part of,0,normal,Q44626,Cretaceous,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwdffp
Q338199,Late Cretaceous,temporal,P580,start time,0,normal,,time=-100500000-00-00T00:00:00Z;precision=4,time=-100500000-00-00T00:00:00Z;precision=4,9qtgwdffp
Q338199,Late Cretaceous,temporal,P582,end time,0,normal,,time=-66000000-00-00T00:00:00Z;precision=3,time=-66000000-00-00T00:00:00Z;precision=3,9qtgwdffp
Q338199,Late Cretaceous,temporal,P9350,PeriodO period ID,0,normal,,9qtgwdffp,9qtgwdffp,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P527,has part(s),0,normal,Q185567,Cenomanian,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P527,has part(s),1,normal,Q691429,Turonian,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P527,has part(s),2,normal,Q645398,Coniacian,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P527,has part(s),3,normal,Q257290,Santonian,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P527,has part(s),4,normal,Q492941,Campanian,,9qtgwdffp
Q338199,Late Cretaceous,hierarchy,P527,has part(s),5,normal,Q278141,Maastrichtian,,9qtgwdffp
Q3641960,Bombing of Rome in World War II,hierarchy,P31,instance of,0,normal,Q841418,strategic bombing,,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,geographical,P17,country,0,normal,Q38,Italy,,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,geographical,P276,location,0,normal,Q220,Rome,,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,hierarchy,P361,part of,0,normal,Q718462,Winter Line,,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,temporal,P585,point in time,0,normal,,time=+1944-06-05T00:00:00Z;precision=11,time=+1944-06-05T00:00:00Z;precision=11,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,temporal,P9350,PeriodO period ID,0,normal,,6c6g3pmfn,6c6g3pmfn,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,geographical,P625,coordinate location,0,normal,,"{'latitude': 41.89305556, 'longitude': 12.48277778, 'altitude': None, 'precision': 1e-05, 'globe': 'http://www.wikidata.org/entity/Q2'}","{'latitude': 41.89305556, 'longitude': 12.48277778, 'altitude': None, 'precision': 1e-05, 'globe': 'http://www.wikidata.org/entity/Q2'}",6c6g3pmfn
Q3641960,Bombing of Rome in World War II,geographical,P131,located in the administrative territorial entity,0,normal,Q220,Rome,,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,temporal,P580,start time,0,normal,,time=+1943-07-19T00:00:00Z;precision=11,time=+1943-07-19T00:00:00Z;precision=11,6c6g3pmfn
Q3641960,Bombing of Rome in World War II,temporal,P582,end time,0,normal,,time=+1944-06-05T00:00:00Z;precision=11,time=+1944-06-05T00:00:00Z;precision=11,6c6g3pmfn
Q4096987,British Bronze Age,hierarchy,P279,subclass of,0,normal,Q2394404,Bronze Age Europe,,kh9ds7q8m
Q4096987,British Bronze Age,temporal,P580,start time,0,normal,,time=-2600-00-00T00:00:00Z;precision=9,time=-2600-00-00T00:00:00Z;precision=9,kh9ds7q8m
Q4096987,British Bronze Age,temporal,P582,end time,0,normal,,time=-0700-00-00T00:00:00Z;precision=9,time=-0700-00-00T00:00:00Z;precision=9,kh9ds7q8m
Q4096987,British Bronze Age,hierarchy,P361,part of,0,normal,Q1379246,history of the British Isles,,kh9ds7q8m
Q4096987,British Bronze Age,hierarchy,P155,follows,0,normal,Q6993183,Neolithic British Isles,,kh9ds7q8m
Q4096987,British Bronze Age,hierarchy,P155,follows,1,normal,Q133610270,British Neolithic,,kh9ds7q8m
Q4096987,British Bronze Age,hierarchy,P31,instance of,0,normal,Q816829,periodization,,kh9ds7q8m
Q4096987,British Bronze Age,hierarchy,P156,followed by,0,normal,Q277399,British Iron Age,,kh9ds7q8m
Q4096987,British Bronze Age,geographical,P17,country,0,normal,Q145,United Kingdom,,kh9ds7q8m
Q4096987,British Bronze Age,temporal,P9350,PeriodO period ID,0,normal,,kh9ds7q8m,kh9ds7q8m,kh9ds7q8m
Q419594,Akkad period,hierarchy,P156,followed by,0,normal,Q114868851,Lagash II Period,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P156,followed by,1,normal,Q114866998,Harappan,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P156,followed by,2,normal,Q114868885,Linear Elamite Period,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P155,follows,0,normal,Q716742,Early Dynastic period,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P155,follows,1,normal,Q109386511,Early Dynastic III,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P155,follows,2,normal,Q110209565,Early Dynastic IIIb,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P31,instance of,0,normal,Q11514315,historical period,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P31,instance of,1,normal,Q465299,archaeological culture,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P31,instance of,2,normal,Q11042,culture,,7ffbf6hdp
Q419594,Akkad period,hierarchy,P31,instance of,3,normal,Q1292119,style,,7ffbf6hdp
Q419594,Akkad period,geographical,P276,location,0,normal,Q11767,Mesopotamia,,7ffbf6hdp
Q419594,Akkad period,temporal,P580,start time,0,normal,,time=-2350-00-00T00:00:00Z;precision=9,time=-2350-00-00T00:00:00Z;precision=9,7ffbf6hdp
Q419594,Akkad period,temporal,P582,end time,0,normal,,time=-2200-00-00T00:00:00Z;precision=9,time=-2200-00-00T00:00:00Z;precision=9,7ffbf6hdp
Q419594,Akkad period,temporal,P9350,PeriodO period ID,0,normal,,7ffbf6hdp,7ffbf6hdp,7ffbf6hdp
Q42005,Black Death,hierarchy,P31,instance of,0,normal,Q3241045,disease outbreak,,pgmrbmd5t
Q42005,Black Death,hierarchy,P31,instance of,1,normal,Q12184,pandemic,,pgmrbmd5t
Q42005,Black Death,hierarchy,P279,subclass of,0,deprecated,Q1516910,plague epidemic,,pgmrbmd5t
Q42005,Black Death,temporal,P580,start time,0,normal,,time=+1346-00-00T00:00:00Z;precision=9,time=+1346-00-00T00:00:00Z;precision=9,pgmrbmd5t
Q42005,Black Death,geographical,P276,location,0,normal,Q48,Asia,,pgmrbmd5t
Q42005,Black Death,geographical,P276,location,1,normal,Q46,Europe,,pgmrbmd5t
Q42005,Black Death,geographical,P276,location,2,normal,Q27381,North Africa,,pgmrbmd5t
Q42005,Black Death,geographical,P276,location,3,normal,Q18869,Caucasus,,pgmrbmd5t
Q42005,Black Death,hierarchy,P527,has part(s),0,normal,Q217519,bubonic plague,,pgmrbmd5t
Q42005,Black Death,hierarchy,P527,has part(s),1,normal,Q133780,plague,,pgmrbmd5t
Q42005,Black Death,temporal,P582,end time,0,normal,,time=+1352-00-00T00:00:00Z;precision=9,time=+1352-00-00T00:00:00Z;precision=9,pgmrbmd5t
Q42005,Black Death,temporal,P9350,PeriodO period ID,0,normal,,pgmrbmd5t,pgmrbmd5t,pgmrbmd5t
Q42005,Black Death,geographical,P17,country,0,normal,Q230,Georgia,,pgmrbmd5t
Q42005,Black Death,geographical,P17,country,1,normal,Q227,Azerbaijan,,pgmrbmd5t
Q42005,Black Death,geographical,P17,country,2,normal,Q159,Russia,,pgmrbmd5t
Q42005,Black Death,geographical,P17,country,3,normal,Q399,Armenia,,pgmrbmd5t
Q428995,Hellenistic period,temporal,P580,start time,0,normal,,time=-0323-00-00T00:00:00Z;precision=9,time=-0323-00-00T00:00:00Z;precision=9,7ffbfhnns
Q428995,Hellenistic period,temporal,P582,end time,0,normal,,time=-0030-00-00T00:00:00Z;precision=9,time=-0030-00-00T00:00:00Z;precision=9,7ffbfhnns
Q428995,Hellenistic period,temporal,P582,end time,1,normal,,time=-0100-00-00T00:00:00Z;precision=9,time=-0100-00-00T00:00:00Z;precision=9,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P31,instance of,0,normal,Q11514315,historical period,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P31,instance of,1,normal,Q11042,culture,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P31,instance of,2,normal,Q1792644,art style,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P31,instance of,3,normal,Q3448837,middle chronology,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P361,part of,0,normal,Q446185,history of the Mediterranean region,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P361,part of,1,preferred,Q11772,Ancient Greece,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P361,part of,2,normal,Q105747718,Greco-Roman Egypt,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P361,part of,3,normal,Q1247086,Greek art,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P527,has part(s),0,normal,Q1546344,history of Ptolemaic Egypt,,7ffbfhnns
Q428995,Hellenistic period,temporal,P9350,PeriodO period ID,0,normal,,7ffbfhnns,7ffbfhnns,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P155,follows,0,normal,Q114867307,Achaemenid Period,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P155,follows,1,normal,Q115667399,Persian period,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P155,follows,2,normal,Q486761,classical antiquity,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P156,followed by,0,normal,Q2277,Roman Empire,,7ffbfhnns
Q428995,Hellenistic period,hierarchy,P279,subclass of,0,normal,Q486761,classical antiquity,,7ffbfhnns
Q44626,Cretaceous,hierarchy,P31,instance of,0,normal,Q392928,period,,9qtgwjxcm
Q44626,Cretaceous,hierarchy,P31,instance of,1,normal,Q403523,system,,9qtgwjxcm
Q44626,Cretaceous,hierarchy,P361,part of,0,normal,Q83222,Mesozoic,,9qtgwjxcm
Q44626,Cretaceous,hierarchy,P361,part of,1,normal,Q63463770,ICS Standard Global Chronostratigraphic (Geochronologic) Scale,,9qtgwjxcm
Q44626,Cretaceous,hierarchy,P155,follows,0,normal,Q45805,Jurassic,,9qtgwjxcm
Q44626,Cretaceous,temporal,P580,start time,0,normal,,time=-145000000-00-00T00:00:00Z;precision=3,time=-145000000-00-00T00:00:00Z;precision=3,9qtgwjxcm
